Date,Close,Open,High,Low,Volume,Change,range,target,ror,buy_signal,hpr,dd,money
2021-06-27,39976000,37690000,39976000,37690000,1140.0,0.060700000000000004,1143000.0,38038000.0,1.0477490509490508,36559300.0,3.6738160287465473,0.0,3673816.028746547
2021-06-28,39997000,39994000,39997000,39541000,880.0,0.0005,228000.0,41137000.0,1.0,,3.6738160287465473,0.0,3673816.028746547
2021-06-29,41482000,39997000,41980000,39997000,920.0,0.0371,991500.0,40225000.0,1.0280492231199503,38797090.0,3.776863714238509,0.0,3776863.714238509
2021-06-30,40685000,41535000,41535000,40610000,1020.0,-0.0192,462500.0,42526500.0,1.0,,3.776863714238509,0.0,3776863.714238509
2021-07-01,39335000,40705000,40705000,38941000,730.0,-0.0332,882000.0,41167500.0,1.0,,3.776863714238509,0.0,3776863.714238509
2021-07-02,39417000,39335000,39417000,39335000,520.0,0.0021,41000.0,40217000.0,1.0,,3.776863714238509,0.0,3776863.714238509
2021-07-03,40335000,39413000,40335000,39196000,190.0,0.0233,569500.0,39454000.0,1.0191298017944947,38020120.0,3.8491143684967106,0.0,3849114.3684967104
2021-07-04,40914000,41183000,41207000,40914000,550.0,0.0144,146500.0,41752500.0,1.0,,3.8491143684967106,0.0,3849114.3684967104
2021-07-05,39484000,40914000,40914000,39484000,700.0,-0.035,715000.0,41060500.0,1.0,,3.8491143684967106,0.0,3849114.3684967104
2021-07-06,39814000,39462000,40100000,39462000,40.0,0.0084,319000.0,40177000.0,1.0,,3.8491143684967106,0.0,3849114.3684967104
2021-07-07,39692000,39849000,40680000,39611000,680.0,-0.0031,534500.0,40168000.0,0.9849497709619598,38422670.0,3.791184315657224,1.5050229038040164,3791184.3156572236
2021-07-08,39022000,39699000,39793000,38142000,570.0,-0.0169,825500.0,40233500.0,1.0,,3.791184315657224,1.5050229038040164,3791184.3156572236
2021-07-09,39825000,38968000,40050000,38161000,430.0,0.0206,944500.0,39793500.0,0.9975915865656452,37016170.0,3.7820535764192798,1.7422395298589628,3782053.57641928
2021-07-10,39618000,39825000,40255000,39183000,400.0,-0.0052,536000.0,40769500.0,1.0,,3.7820535764192798,1.7422395298589628,3782053.57641928
2021-07-11,40146000,39618000,40550000,39270000,400.0,0.013300000000000001,640000.0,40154000.0,0.9966007670468696,38091900.0,3.769197495271811,2.0762405471498555,3769197.495271811
2021-07-12,39137000,40164000,40546000,38701000,650.0,-0.025099999999999997,922500.0,40804000.0,1.0,,3.769197495271811,2.0762405471498555,3769197.495271811
2021-07-13,38753000,39137000,39288000,38201000,520.0,-0.0098,543500.0,40059500.0,1.0,,3.769197495271811,2.0762405471498555,3769197.495271811
2021-07-14,38602000,38753000,38982000,37475000,380.0,-0.0039000000000000003,753500.0,39296500.0,1.0,,3.769197495271811,2.0762405471498555,3769197.495271811
2021-07-15,37576000,38585000,39052000,37000000,560.0,-0.026600000000000002,1026000.0,39338500.0,1.0,,3.769197495271811,2.0762405471498555,3769197.495271811
2021-07-16,37101000,37576000,38030000,36689000,470.0,-0.0126,670500.0,38602000.0,1.0,,3.769197495271811,2.0762405471498555,3769197.495271811
2021-07-17,37221000,37101000,37629000,36813000,440.0,0.0032,408000.0,37771500.0,1.0,,3.769197495271811,2.0762405471498555,3769197.495271811
2021-07-18,37620000,37200000,38150000,36969000,340.0,0.010700000000000001,590500.0,37608000.0,0.9971190810465859,35859930.0,3.758338742768521,2.3583509617471403,3758338.742768521
2021-07-19,36711000,37620000,37690000,36398000,510.0,-0.0242,646000.0,38210500.0,1.0,,3.758338742768521,2.3583509617471403,3758338.742768521
2021-07-20,35256000,36711000,36870000,34782000,500.0,-0.039599999999999996,1044000.0,37357000.0,1.0,,3.758338742768521,2.3583509617471403,3758338.742768521
2021-07-21,38010000,35256000,38446000,34917000,1160.0,0.0781,1764500.0,36300000.0,1.0439074380165287,33869490.0,3.9233577681617486,0.0,3923357.7681617485
2021-07-22,37910000,38013000,38382000,37445000,400.0,-0.0026,468500.0,39777500.0,1.0,,3.9233577681617486,0.0,3923357.7681617485
2021-07-23,39135000,37910000,39149000,37750000,770.0,0.0323,699500.0,38378500.0,1.0165115572521073,36617500.0,3.988138514571251,0.0,3988138.5145712513
2021-07-24,39569000,39150000,39814000,38976000,1870.0,0.0111,419000.0,39849500.0,1.0,,3.988138514571251,0.0,3988138.5145712513
2021-07-25,41078000,40486000,41123000,39631000,500.0,0.0381,746000.0,40905000.0,1.0010293118200708,38442070.0,3.992243552684379,0.0,3992243.552684379
2021-07-26,43066000,41090000,46865000,40915000,2610.0,0.0484,2975000.0,41836000.0,1.0262005163017496,39687550.0,4.096842394967041,0.0,4096842.394967041
2021-07-27,45616000,43075000,45616000,42020000,820.0,0.0592,1798000.0,46050000.0,1.0,,4.096842394967041,0.0,4096842.394967041
2021-07-28,46334000,45616000,47400000,45020000,800.0,0.015700000000000002,1190000.0,47414000.0,1.0,,4.096842394967041,0.0,4096842.394967041
2021-07-29,45980000,46335000,46900000,45486000,530.0,-0.0076,707000.0,47525000.0,1.0,,4.096842394967041,0.0,4096842.394967041
2021-07-30,48516000,45980000,48640000,44350000,1190.0,0.0552,2145000.0,46687000.0,1.0359757876925053,43019500.0,4.24422952717803,0.0,4244229.5271780295
2021-07-31,48005000,48516000,48734000,47606000,420.0,-0.0105,564000.0,50661000.0,1.0,,4.24422952717803,0.0,4244229.5271780295
2021-08-01,46240000,47959000,49372000,46035000,940.0,-0.0368,1668500.0,48523000.0,0.9497501473528018,44653950.0,4.030957618836446,5.024985264719826,4030957.618836446
2021-08-02,45403000,46240000,46802000,45043000,600.0,-0.0181,879500.0,47908500.0,1.0,,4.030957618836446,5.024985264719826,4030957.618836446
2021-08-03,44859000,45403000,46158000,44326000,610.0,-0.012,916000.0,46282500.0,1.0,,4.030957618836446,5.024985264719826,4030957.618836446
2021-08-04,45777000,44859000,46005000,43903000,690.0,0.020499999999999997,1051000.0,45775000.0,0.9968436919716003,42585910.0,4.018234674941973,5.324755666226182,4018234.674941973
2021-08-05,47132000,45772000,47700000,43739000,1460.0,0.0296,1980500.0,46823000.0,1.0033993208465923,42426830.0,4.031893943839004,5.002924134506161,4031893.943839004
2021-08-06,49332000,47112000,49891000,46150000,1540.0,0.0467,1870500.0,49092500.0,1.0016785456026887,44765500.0,4.038661661688941,4.843467210543862,4038661.661688941
2021-08-07,51003000,49366000,51158000,49030000,1020.0,0.0339,1064000.0,51236500.0,1.0,,4.038661661688941,4.843467210543862,4038661.661688941
2021-08-08,50757000,51015000,51733000,50163000,780.0,-0.0048,785000.0,52079000.0,1.0,,4.038661661688941,4.843467210543862,4038661.661688941
2021-08-09,53011000,50820000,53204000,49459000,1030.0,0.0444,1872500.0,51605000.0,1.0240454219552368,47975230.0,4.13577298547869,2.5553882278240554,4135772.98547869
2021-08-10,52331000,53011000,53390000,51806000,750.0,-0.0128,792000.0,54883500.0,1.0,,4.13577298547869,2.5553882278240554,4135772.98547869
2021-08-11,52561000,52322000,53483000,52201000,920.0,0.0044,641000.0,53114000.0,0.9863884324283616,50634970.0,4.07947863202589,3.8817621454530964,4079478.63202589
2021-08-12,52058000,52546000,53358000,51393000,650.0,-0.0096,982500.0,53187000.0,0.9755730084419125,49851210.0,3.9798292419199957,6.229641530104355,3979829.2419199958
2021-08-13,55299000,52058000,55419000,51834000,1100.0,0.0623,1792500.0,53040500.0,1.0393806694884098,50278980.0,4.136557581916356,2.5369020353916802,4136557.581916356
2021-08-14,54870000,55299000,55678000,53517000,680.0,-0.0078000000000000005,1080500.0,57091500.0,1.0,,4.136557581916356,2.5369020353916802,4136557.581916356
2021-08-15,54637000,54869000,55179000,53245000,660.0,-0.0042,967000.0,55949500.0,1.0,,4.136557581916356,2.5369020353916802,4136557.581916356
2021-08-16,53835000,54637000,55660000,53700000,920.0,-0.0147,980000.0,55604000.0,0.9649857420329473,52089000.0,3.9917190876475686,5.94950008979261,3991719.0876475684
2021-08-17,52536000,53835000,54641000,52364000,1290.0,-0.0241,1138500.0,54815000.0,1.0,,3.9917190876475686,5.94950008979261,3991719.0876475684
2021-08-18,52705000,52553000,53700000,51802000,770.0,0.0032,949000.0,53691500.0,0.9784265144389708,50247940.0,3.905603793546519,7.9784971916130525,3905603.793546519
2021-08-19,54941000,52689000,55000000,51856000,820.0,0.0424,1572000.0,53638000.0,1.0210924792124985,50300320.0,3.987982660374154,6.0375355565242765,3987982.6603741543
2021-08-20,57646000,54940000,57934000,54746000,1200.0,0.0492,1594000.0,56512000.0,1.0168665345413364,53103620.0,4.055246107665606,4.452714404399296,4055246.107665606
2021-08-21,57500000,57646000,58351000,56759000,620.0,-0.0025,796000.0,59240000.0,1.0,,4.055246107665606,4.452714404399296,4055246.107665606
2021-08-22,57684000,57500000,58072000,56665000,580.0,0.0032,703500.0,58296000.0,1.0,,4.055246107665606,4.452714404399296,4055246.107665606
2021-08-23,57725000,57665000,58705000,57398000,530.0,0.0007000000000000001,653500.0,58368500.0,0.9857752177972708,55676060.0,3.997561115005597,5.811853732058679,3997561.115005597
2021-08-24,56107000,57727000,57828000,55862000,940.0,-0.027999999999999997,983000.0,58380500.0,1.0,,3.997561115005597,5.811853732058679,3997561.115005597
2021-08-25,57154000,56107000,57339000,55145000,510.0,0.0187,1097000.0,57090000.0,0.9979210369591872,53490650.0,3.9892503331941103,6.007667407032396,3989250.33319411
2021-08-26,55200000,57154000,57441000,54510000,460.0,-0.0342,1465500.0,58251000.0,1.0,,3.9892503331941103,6.007667407032396,3989250.33319411
2021-08-27,57421000,55235000,57650000,54582000,480.0,0.04019999999999999,1534000.0,56700500.0,1.0095071189848412,52944540.0,4.027176610772104,5.11407111740829,4027176.610772104
2021-08-28,57382000,57421000,57853000,56610000,240.0,-0.0007000000000000001,621500.0,58955000.0,1.0,,4.027176610772104,5.11407111740829,4027176.610772104
2021-08-29,57186000,57382000,58000000,56366000,330.0,-0.0034000000000000002,817000.0,58003500.0,1.0,,4.027176610772104,5.11407111740829,4027176.610772104
2021-08-30,55631000,57181000,57350000,55420000,580.0,-0.027200000000000002,965000.0,57998000.0,1.0,,4.027176610772104,5.11407111740829,4027176.610772104
2021-08-31,55160000,55631000,56360000,54980000,610.0,-0.0085,690000.0,56596000.0,1.0,,4.027176610772104,5.11407111740829,4027176.610772104
2021-09-01,56480000,55164000,56981000,54467000,670.0,0.0239,1257000.0,55854000.0,1.008007791742758,52832990.0,4.059425402382472,4.354244359598363,4059425.402382472
2021-09-02,57297000,56480000,58427000,56352000,480.0,0.014499999999999999,1037500.0,57737000.0,0.9891792368844935,54661440.0,4.015499321718222,5.389204424386767,4015499.321718222
2021-09-03,57830000,57272000,59143000,56421000,620.0,0.009300000000000001,1361000.0,58309500.0,0.9885766401701267,54728370.0,3.9696288280696224,6.4699775860375865,3969628.828069622
2021-09-04,57918000,57825000,58470000,57301000,430.0,0.0015,584500.0,59186000.0,1.0,,3.9696288280696224,6.4699775860375865,3969628.828069622
2021-09-05,59280000,57918000,59567000,57217000,840.0,0.0235,1175000.0,58502500.0,1.0100900303405835,55500490.0,4.0096825033857,5.526256822125246,4009682.5033857
2021-09-06,60851000,59280000,61051000,58803000,740.0,0.0265,1124000.0,60455000.0,1.003350326689273,57038910.0,4.023116249692304,5.2097389189208885,4023116.249692304
2021-09-07,56620000,60851000,61143000,54467000,3330.0,-0.0695,3338000.0,61975000.0,1.0,,4.023116249692304,5.2097389189208885,4023116.249692304
2021-09-08,55623000,56603000,57210000,52901000,520.0,-0.0176,2154500.0,59941000.0,1.0,,4.023116249692304,5.2097389189208885,4023116.249692304
2021-09-09,55826000,55623000,56549000,54700000,570.0,0.0036,924500.0,57777500.0,1.0,,4.023116249692304,5.2097389189208885,4023116.249692304
2021-09-10,54910000,55826000,56646000,54500000,750.0,-0.016399999999999998,1073000.0,56750500.0,1.0,,4.023116249692304,5.2097389189208885,4023116.249692304
2021-09-11,54742000,54910000,55413000,54289000,240.0,-0.0031,562000.0,55983000.0,1.0,,4.023116249692304,5.2097389189208885,4023116.249692304
2021-09-12,55084000,54742000,55570000,54250000,490.0,0.0062,660000.0,55304000.0,0.9928219875596702,52622500.0,3.9942382712031197,5.890144592182986,3994238.27120312
2021-09-13,54286000,55084000,56698000,53307000,550.0,-0.014499999999999999,1695500.0,55744000.0,0.9706447187141217,51707790.0,3.8769862832291317,8.652765869452791,3876986.2832291317
2021-09-14,56557000,54286000,56822000,54044000,730.0,0.0418,1389000.0,55981500.0,1.0070801818457882,52422680.0,3.9044360511280205,8.006010840698728,3904436.0511280205
2021-09-15,57127000,56605000,57694000,55895000,880.0,0.0101,899500.0,57994000.0,1.0,,3.9044360511280205,8.006010840698728,3904436.0511280205
2021-09-16,57248000,57095000,57516000,56370000,420.0,0.0021,573000.0,57994500.0,1.0,,3.9044360511280205,8.006010840698728,3904436.0511280205
2021-09-17,57616000,57248000,57801000,56868000,420.0,0.0064,466500.0,57821000.0,1.0,,3.9044360511280205,8.006010840698728,3904436.0511280205
2021-09-18,58625000,57616000,58953000,57523000,280.0,0.0175,715000.0,58082500.0,1.0061401626996083,55797310.0,3.9284099237321626,7.441152779874619,3928409.9237321625
2021-09-19,57987000,58614000,58720000,57380000,420.0,-0.0109,670000.0,59329000.0,1.0,,3.9284099237321626,7.441152779874619,3928409.9237321625
2021-09-20,53819000,57987000,58115000,53376000,940.0,-0.0719,2369500.0,58657000.0,1.0,,3.9284099237321626,7.441152779874619,3928409.9237321625
2021-09-21,50586000,53830000,54276000,50135000,1580.0,-0.0601,2070500.0,56199500.0,1.0,,3.9284099237321626,7.441152779874619,3928409.9237321625
2021-09-22,53833000,50659000,54121000,50071000,890.0,0.0642,2025000.0,52729500.0,1.0177275642666817,48568870.0,3.9980510631209945,5.800309867329878,3998051.0631209943
2021-09-23,54363000,53828000,54600000,52633000,550.0,0.0098,983500.0,55853000.0,1.0,,3.9980510631209945,5.800309867329878,3998051.0631209943
2021-09-24,52158000,54363000,54614000,50730000,670.0,-0.0406,1942000.0,55346500.0,1.0,,3.9980510631209945,5.800309867329878,3998051.0631209943
2021-09-25,52324000,52158000,52400000,50911000,360.0,0.0032,744500.0,54100000.0,1.0,,3.9980510631209945,5.800309867329878,3998051.0631209943
2021-09-26,52789000,52324000,53543000,50594000,400.0,0.0089,1474500.0,53068500.0,0.9915332221562697,49076180.0,3.9642004529616592,6.597877716631428,3964200.452961659
2021-09-27,51693000,52773000,53740000,51602000,460.0,-0.0208,1069000.0,54247500.0,1.0,,3.9642004529616592,6.597877716631428,3964200.452961659
2021-09-28,50268000,51711000,52096000,50135000,590.0,-0.0276,980500.0,52780000.0,1.0,,3.9642004529616592,6.597877716631428,3964200.452961659
2021-09-29,50804000,50268000,51800000,49861000,450.0,0.010700000000000001,969500.0,51248500.0,0.9881265754119632,48365170.0,3.917131817831558,7.706880771925591,3917131.817831558
2021-09-30,53473000,50804000,53640000,50666000,510.0,0.0525,1487000.0,51773500.0,1.0296256733657179,49146020.0,4.033179485597096,4.972634967771402,4033179.4855970964
2021-10-01,58386000,53475000,58533000,52970000,720.0,0.0919,2781500.0,54962000.0,1.0590975874240383,51380900.0,4.271530662844008,0.0,4271530.662844009
2021-10-02,58094000,58356000,58965000,57694000,390.0,-0.005,635500.0,61137500.0,1.0,,4.271530662844008,0.0,4271530.662844009
2021-10-03,58452000,58094000,59350000,57263000,580.0,0.0062,1043500.0,58729500.0,0.992074947002784,55545110.0,4.237678555961736,0.7925052997216094,4237678.5559617365
2021-10-04,59932000,58474000,60229000,57311000,900.0,0.0253,1459000.0,59517500.0,1.0037643382198511,55591670.0,4.253630611313386,0.41905473572568275,4253630.611313386
2021-10-05,61800000,59915000,62488000,59480000,950.0,0.031200000000000002,1504000.0,61374000.0,1.0037410499560073,57695600.0,4.2695436559247115,0.046517444825595944,4269543.655924711
2021-10-06,67121000,61800000,67747000,61173000,1330.0,0.0861,3287000.0,63304000.0,1.0570963477821307,59337810.0,4.513319005374378,0.0,4513319.0053743785
2021-10-07,65474000,67121000,67271000,65230000,360.0,-0.0245,1020500.0,70408000.0,1.0,,4.513319005374378,0.0,4513319.0053743785
2021-10-08,65982000,65474000,68000000,65216000,330.0,0.0078000000000000005,1392000.0,66494500.0,0.9890925956282098,63259520.0,4.464090409923874,1.09074043717902,4464090.409923874
2021-10-09,67048000,65981000,67722000,65668000,290.0,0.016200000000000003,1027000.0,67373000.0,0.991976109123833,63697960.0,4.428271035613301,1.8843775425535736,4428271.035613301
2021-10-10,67698000,67047000,68965000,66350000,490.0,0.0097,1307500.0,68074000.0,0.9912765989952111,64359500.0,4.389641451611755,2.7402794620843363,4389641.451611755
2021-10-11,70954000,67698000,71475000,67282000,620.0,0.0481,2096500.0,69005500.0,1.0250368796690117,65263540.0,4.499544376425865,0.3051995423348287,4499544.376425865
2021-10-12,69211000,70954000,71136000,67162000,720.0,-0.0246,1987000.0,73050500.0,1.0,,4.499544376425865,0.3051995423348287,4499544.376425865
2021-10-13,69632000,69239000,70050000,66800000,210.0,0.0060999999999999995,1625000.0,71226000.0,1.0,,4.499544376425865,0.3051995423348287,4499544.376425865
